match_id,team_id,team_name,team,win,total_kills,total_deaths,avg_gpm,avg_xpm,players,synergy_score,activity,recent_winrate
8787871195,8849833,VERTEX PACK,radiant,1,37,23,542.2,766.8,"[311095642, 341654420, 358783974, 402870848, 845344315]",0.0,0,0.0
8787871195,9025669,CrimsonSky,dire,0,23,37,450.0,631.2,"[169359670, 307624442, 315850275, 338281289, 844586465]",0.0,0,0.0
8787903899,9025669,CrimsonSky,radiant,1,39,31,514.2,787.0,"[169359670, 307624442, 315850275, 338281289, 844586465]",0.6079441541679836,1,0.0
8787903899,8849833,VERTEX PACK,dire,0,31,39,461.8,621.2,"[311095642, 341654420, 358783974, 402870848, 845344315]",0.9079441541679836,1,1.0
8787908927,2114225,KINGSURF,radiant,1,37,19,536.2,711.8,"[94507743, 113750729, 118124657, 172844621, 201474668]",0.0,0,0.0
8787908927,10039783,Raidd Boss,dire,0,17,38,400.0,502.8,"[91991896, 106362295, 106968950, 122718146, 196515905]",0.0,0,0.0
8787933868,8849833,VERTEX PACK,radiant,1,35,29,566.2,804.2,"[311095642, 341654420, 358783974, 402870848, 845344315]",0.879583686600433,2,0.5
8787933868,9025669,CrimsonSky,dire,0,28,36,474.2,658.0,"[169359670, 307624442, 315850275, 338281289, 844586465]",0.879583686600433,2,0.5
8787945176,10109281,Pattern Hunters,radiant,0,5,20,425.6,485.6,"[1673823171, 1673981310, 1674075286, 1674376311, 1915325533]",0.0,0,0.0
8787945176,10109292,Signal Forge,dire,1,19,5,510.0,623.0,"[1674103602, 1674238731, 1674765405, 1674782737, 1916033622]",0.0,0,0.0
8787946502,10039783,Raidd Boss,radiant,1,52,40,545.8,751.4,"[91991896, 106362295, 106968950, 122718146, 196515905]",0.6079441541679836,1,0.0
8787946502,2114225,KINGSURF,dire,0,37,54,478.4,658.6,"[94507743, 113750729, 118124657, 172844621, 201474668]",0.9079441541679836,1,1.0
8787959841,9048057,Vitality Warriors,radiant,0,29,37,468.4,618.4,"[154357932, 164322994, 177062248, 279486190, 294245092]",0.0,0,0.0
8787959841,8850016,FLYING FORTUNE,dire,1,37,30,536.4,715.8,"[64188013, 234382300, 296080998, 419736556, 437135906]",0.0,0,0.0
8787974807,10109281,Pattern Hunters,radiant,1,18,6,437.0,434.8,"[1673823171, 1673981310, 1674075286, 1674376311, 1915325533]",0.6079441541679836,1,0.0
8787974807,10109292,Signal Forge,dire,0,6,18,397.4,388.2,"[1674103602, 1674238731, 1674765405, 1674782737, 1916033622]",0.9079441541679836,1,1.0
